"image_name","plot","subsample","pedigree","height","tapRoot","leafNum","flw","dlw","frw","drw","spr","pop","whole_Eccentricity","whole_EquivDiameter","whole_EulerNumber","whole_Perimeter","whole_Solidity","whole_BoundingBox","whole_BoundingBox.1","whole_BoundingBox.2","whole_BoundingBox.3","top_Eccentricity","top_EquivDiameter","top_EulerNumber","top_Perimeter","top_Solidity","top_BoundingBox","top_BoundingBox.1","top_BoundingBox.2","top_BoundingBox.3","bottom_Eccentricity","bottom_EquivDiameter","bottom_EulerNumber","bottom_Perimeter","bottom_Solidity","bottom_BoundingBox","bottom_BoundingBox.1","bottom_BoundingBox.2","bottom_BoundingBox.3","Petiole_Width","Petiole_Count","Petiole_Length","rootBio","shootBio"
"50098_rep3_14.54.22",50098,3,"(S.C. x Nbh2189B) x L6038B",45,35,4,2.63332665490627,0.451075619360217,NA,2.38508631450579,0,"diallel",0.44561,967.24,-129,632.362204724409,0.15505,253.5,1240.5,55.6102362204724,64.488188976378,0.89777,868.75,-38,577.40157480315,0.1979,253.5,1240.5,55.6102362204724,37.5984251968504,0.98777,393.24,1,50.753937007874,0.79836,1874.5,0.5,3.89763779527559,22.9724409448819,0.342748031496063,6.4824,34.3849409448819,11.7072826356485,13.2800882336749
"50099_rep2_18.29.40",50099,2,"L6038A x L6038B",40,29.5,7,2.84141491316963,0.774727167552368,4.58384439927334,2.42036812865043,0,"diallel",0.61704,1066,-206,651.476377952756,0.15446,672.5,1139.5,58.2086614173228,72.5393700787402,0.8509,962.26,-59,584.625984251969,0.20194,672.5,1139.5,58.2086614173228,39.5866141732283,0.99599,444.27,1,62.5984251968504,0.76201,1914.5,0.5,4.7244094488189,29.0354330708661,0.39892125984252,7.1748,24.8299921259843,11.9513223213134,13.4792738935937
"50099_rep3_18.31.14",50099,3,"L6038A x L6038B",43.5,35.5,7,3.5034530823665,1.67147330335355,4.71956972629659,2.68375750853317,0,"diallel",0.74519,1339.7,-179,596.594488188976,0.21847,454.5,1086.5,59.5866141732283,80.1181102362205,0.78776,1236.2,-71,612.066929133858,0.33439,454.5,1086.5,59.5866141732283,40.6299212598425,0.99663,497.72,1,76.505905511811,0.69219,1901.5,0.5,7.34251968503937,35.5708661417323,0.479862204724409,6.4674,25.6323484251969,12.178511297049,13.9910961456381
"50100_rep1_17.21.44",50100,1,"P6139A x L6038B",41,35.5,6,3.00617753141553,1.06471073699243,4.77903945596706,2.42921774392741,0,"diallel",0.39189,1189.4,-335,839.311023622047,0.17283,485.5,1377.5,61.8307086614173,70.4133858267717,0.91142,1098,-101,766.811023622047,0.24501,485.5,1377.5,61.8307086614173,34.9015748031496,0.99259,454.12,1,68.742125984252,0.72688,1894.5,0.5,5.90551181102362,31.5944881889764,0.40453937007874,5.8196,25.0116456692913,11.9951602378785,13.7376095552026
"50100_rep2_17.23.15",50100,2,"P6139A x L6038B",32.5,28,5,2.46470394247048,0.322083499169113,4.44041346037361,2.23751309625033,0,"diallel",0.82935,934.81,-202,568.641732283465,0.18555,911.5,1593.5,43.0511811023622,62.4015748031496,0.72695,823.45,-56,534.645669291339,0.26069,911.5,1593.5,43.0511811023622,30.6496062992126,0.99502,428.42,1,59.0905511811024,0.78775,1931.5,0.5,3.87795275590551,27.8346456692913,0.358301181102362,6.4636,18.8614921259843,11.878665199272,13.1692813138582
"50100_rep3_17.24.10",50100,3,"P6139A x L6038B",43.5,25.5,6,3.03399098567108,1.05779029414785,4.47813195281737,2.22245904851476,0,"diallel",0.5973,1145.3,-403,1069.37007874016,0.14902,172.5,1064.5,64.7637795275591,69.5275590551181,0.80167,1069.2,-111,1011.47637795276,0.19213,172.5,1064.5,64.7637795275591,41.0629921259843,0.99374,413.08,1,53.7814960629921,0.8862,1868.5,0.5,3.54330708661417,24.5472440944882,0.404350393700787,7.0938,32.5943149606299,11.8057070129667,13.6812817793655
"50104_rep1_14.28.23",50104,1,"(P.S.C. x P0159B) x P6139B",47.5,34,7,3.8286413964891,1.99741770620125,5.4570717189089,3.30944752305259,0,"diallel",0.75785,1403.2,-135,582.5,0.25659,987.5,640.5,50.1181102362205,80.3740157480315,0.68965,1283.9,-44,520.314960629921,0.31031,987.5,640.5,50.1181102362205,49.4094488188976,0.98884,516.53,1,61.5,0.78506,1856.5,0.5,4.84251968503937,27.0472440944882,0.458106299212598,8.647,30.4586476377953,12.252698564648,14.0686423338682
"50107_rep1_16.12.46",50107,1,"P6139A x P6139B",35,21,9,3.00667221359233,1.17865499634165,5.01807422319325,2.98467132619457,0,"diallel",0.75868,1120,-332,444.645669291339,0.26565,716.5,1595.5,48.1102362204724,54.0157480314961,0.74861,1021.6,-87,398.011811023622,0.3496,716.5,1595.5,48.1102362204724,30.6102362204724,0.98133,427.4,1,44.6732283464567,0.86392,1758.5,0.5,4.70472440944882,19.488188976378,0.412061023622047,8.9647,16.8167755905512,11.8738951731918,13.5929118581915
"50107_rep2_16.13.54",50107,2,"P6139A x P6139B",51,24,7,3.47444784340175,1.66770682055808,5.08394771178519,2.97246364661464,0,"diallel",0.75332,1278.3,-255,513.956692913386,0.27894,906.5,1008.5,51.1417322834646,68.9566929133858,0.69561,1174.1,-72,460.275590551181,0.34853,906.5,1008.5,51.1417322834646,42.1653543307087,0.98734,479.93,1,51.8562992125984,0.82929,1759.5,0.5,5.23622047244095,22.8740157480315,0.470275590551181,7.9654,22.7155807086614,12.1057273105813,13.882135026999
"50109_rep1_15.49.14",50109,1,"L7550A x P6139B",32,32.5,6,2.37304355664261,0.457424847038875,4.0516110196352,1.83098018238134,0,"diallel",0.73462,929.6,-133,461.476377952756,0.20243,1103.5,1585.5,42.1653543307087,58.6811023622047,0.90371,852.34,-41,403.543307086614,0.30288,1103.5,1585.5,42.1653543307087,30.8070866141732,0.99285,334.78,1,54.6240157480315,0.43048,1892.5,0.5,5.74803149606299,23.9566929133858,0.37415157480315,7.2734,20.7459586614173,11.3853875043677,13.2406902651464
"50111_rep1_17.30.36",50111,1,"(P.S.C. x P0159B) x 7262B",42.5,27,6,2.97501923195645,1.19088756477728,2.94233149682688,0.883767540168595,0,"diallel",0.72956,951.77,-94,495.216535433071,0.2153,781.5,1192.5,41.6141732283465,58.503937007874,0.75618,914.38,-27,453.287401574803,0.29134,781.5,1192.5,41.6141732283465,38.5433070866142,0.99158,236.32,1,37.2027559055118,0.46773,1934.5,0.5,4.56692913385827,16.0433070866142,0.415265748031496,6.5493,22.3446850393701,10.6888264190855,13.3865705580428
"50111_rep2_17.31.30",50111,2,"(P.S.C. x P0159B) x 7262B",50,30.5,6,3.11662159082944,1.35583515363518,3.54240755021368,1.56024766824333,0,"diallel",0.55561,1129.9,-127,602.53937007874,0.18546,737.5,1021.5,54.7244094488189,70.255905511811,0.82775,1082.1,-37,600.07874015748,0.25909,737.5,1021.5,54.7244094488189,41.9094488188976,0.99393,294.87,1,52.0157480314961,0.62508,1902.5,0.5,3.03149606299213,24.4291338582677,0.452377952755906,6.8038,32.696718503937,11.1314746906929,13.7256963476135
"50111_rep3_17.32.29",50111,3,"(P.S.C. x P0159B) x 7262B",46,39,15,4.42688049030751,2.74662968306969,6.06341304642057,4.07482189573324,0,"diallel",0.93369,1556.7,-295,511.673228346457,0.41079,1107.5,949.5,34.9409448818898,82.5393700787402,0.72831,1390.1,-77,420.787401574803,0.51996,1107.5,949.5,34.9409448818898,43.3267716535433,0.98411,673.41,1,91.8011811023622,0.62689,1855.5,0.5,8.12992125984252,35.2952755905512,0.412842519685039,13.2941,22.5891909448819,12.7831550009642,14.2221915932
"50113_rep1_17.25.39",50113,1,"L6038A x 7262B",48.5,36,9,3.34427423426253,1.57069708411767,5.50170708937539,3.48615108754232,0,"diallel",0.82834,1325.1,-417,1093.64173228346,0.1799,501.5,712.5,56.5354330708661,85.2952755905512,0.5819,1188.6,-108,1011.77165354331,0.22603,501.5,712.5,56.5354330708661,47.992125984252,0.9919,578.78,0,79.4429133858268,0.67545,1832.5,0.5,5.98425196850394,33.3858267716535,0.436080708661417,9.0591,30.0823484251969,12.4802932678573,13.8963105173119
"50113_rep2_17.26.46",50113,2,"L6038A x 7262B",55,43,10,4.09384443718042,2.41858876875035,5.74642680770849,3.84993481311472,0,"diallel",0.68901,1704.6,-486,752.086614173228,0.26348,300.5,480.5,67.8149606299213,89.5472440944882,0.73043,1579.1,-178,757.066929133858,0.33273,300.5,480.5,67.8149606299213,52.5590551181102,0.98772,633.97,0,76.988188976378,0.77368,1880.5,0.5,6.25984251968504,33.0708661417323,0.567242125984252,9.2518,32.1689547244095,12.6624399715655,14.4748522167203
"50113_rep3_17.28.13",50113,3,"L6038A x 7262B",51,34.5,10,3.74313086894585,1.98375629154543,5.57340799848499,3.58073729549423,0,"diallel",0.8073,1441.7,-404,823.444881889764,0.22264,451.5,634.5,66.5748031496063,81.4370078740157,0.61572,1317.2,-107,741.732283464567,0.27565,451.5,634.5,66.5748031496063,49.5275590551181,0.98291,582.37,1,79.5944881889764,0.76646,1869.5,0.5,7.02755905511811,27.992125984252,0.515850393700787,8.1701,31.632155511811,12.4926303361015,14.1075508694802
"50114_rep1_18.38.47",50114,1,"P6139A x 7262B",60,33,6,3.26842760369745,1.69009581545155,4.02266952551521,2.13653050866396,0,"diallel",0.82252,1132.3,-234,677.952755905512,0.1714,506.5,188.5,43.4448818897638,85.6496062992126,0.58727,1072.9,-75,610.629921259843,0.23216,506.5,188.5,43.4448818897638,58.3070866141732,0.98525,346.31,1,63.5787401574803,0.27213,1573.5,0.5,9.50787401574803,23.4251968503937,0.449104330708661,7.8671,40.0147755905512,11.4531329968179,13.7005810720594
"50114_rep2_18.39.31",50114,2,"P6139A x 7262B",60,37,8,3.72472910700763,1.91985947185537,5.11259001661925,3.17387845893747,0,"diallel",0.96985,1202.7,-273,479.409448818898,0.2613,1303.5,334.5,31.7322834645669,87.4606299212599,0.91608,1096.6,-85,404.311023622047,0.35492,1303.5,334.5,31.7322834645669,55.4330708661417,0.97423,472.86,1,71.8759842519685,0.39474,1482.5,0.5,13.7007874015748,28.1102362204724,0.470185039370079,6.9415,31.8631496062992,12.0760550722054,13.7432623937567
"50114_rep3_18.40.21",50114,3,"P6139A x 7262B",40,24,13,3.34321509912381,1.69744878975681,5.70084483066886,3.79773385902602,0,"diallel",0.9318,1111.4,-287,500.334645669291,0.23261,439.5,1215.5,47.3622047244095,66.0236220472441,0.77703,909.83,-75,345.157480314961,0.34641,1136.5,1215.5,33.6417322834646,38.0905511811024,0.97445,572.23,1,56.6771653543307,0.86094,1813.5,0.5,7.24409448818898,24.0157480314961,0.369805118110236,8.2973,19.5952165354331,12.4575198427747,13.4213517916039
"50117_rep1_17.17.24",50117,1,"L7550B",40,30,5,2.67069441455844,0.494696241836107,4.38052550854761,2.40604380136228,0,"diallel",0.83578,908.82,-144,485.472440944882,0.1723,764.5,1506.5,42.4606299212598,66.240157480315,0.73849,792.2,-49,415.590551181102,0.23675,764.5,1506.5,42.4606299212598,32.3622047244095,0.99656,428.48,1,65.9409448818898,0.73024,1832.5,0.5,5.74803149606299,29.9606299212598,0.398017716535433,4.9992,22.7889192913386,11.8789079589654,13.0906002273724
"50119_rep2_18.46.54",50119,2,"(S.C. x Nbh2189B) x L7550B",46,37,9,2.95958682691764,1.16938135955632,4.67142598176516,2.75493378700106,0,"diallel",0.86274,1048.6,-150,711.850393700787,0.13194,629.5,882.5,56.3976377952756,81.5157480314961,0.63617,934.61,-38,634.606299212599,0.18005,629.5,882.5,56.3976377952756,44.6456692913386,0.995,455.71,1,73.7303149606299,0.59381,1931.5,0.5,4.01574803149606,32.9527559055118,0.342816929133858,7.8407,33.792562992126,12.0021371820635,13.4271753910596
"50120_rep1_18.34.38",50120,1,"L6038A x L7550B",58,36.5,4,3.2047769004887,1.26694760348732,4.35349855105934,2.36837283353205,0,"diallel",0.67447,1135.2,-111,757.893700787402,0.12583,118.5,789.5,67.2047244094488,81.0826771653543,0.74338,1046.2,-28,675.295275590551,0.1773,118.5,789.5,67.2047244094488,46.4763779527559,0.99143,422.95,1,78.4114173228347,0.33421,1867.5,0.5,8.26771653543307,30.6889763779528,0.460820866141732,7.5951,33.7039173228346,11.8529485327792,13.6560328815176
"50120_rep2_18.35.59",50120,2,"L6038A x L7550B",47,27,7,2.94233149682688,1.0681530811834,4.79438459903922,2.76883167336207,0,"diallel",0.76816,1141.6,-246,648.877952755906,0.18764,741.5,1017.5,50.6299212598425,72.6968503937008,0.71057,998.52,-79,491.673228346457,0.2536,1074.5,1017.5,44.0748031496063,41.988188976378,0.99406,459.91,1,58.1200787401575,0.83293,1930.5,0.5,3.97637795275591,26.7913385826772,0.397222440944882,7.0556,27.1936299212598,12.0204777371617,13.6291761604841
